1658,1341
482,1245
1710,222
1437,1726
1700,920
492,798
1926,1678
850,1958
1729,424
688,2509
1673,1381
1678,1442
916,651
167,1609
1706,842
1640,2759
1420,843
1351,2217
219,2659
1724,2738
992,1622
1459,573
419,740
607,407
1110,1342
1630,770
849,1422
358,384
529,539
548,1427
445,2291
302,2376
866,2481
1318,2442
1945,640
651,825
254,1064
1145,1581
1376,948
883,2919
1906,495
895,1297
1957,1859
948,1891
223,2621
203,1420
1697,2844
988,1610
450,1654
283,645
324,571
1768,2893
353,2117
1088,231
1996,868
385,1924
356,1472
421,2985
898,2997
622,920
963,218
411,1216
1332,579
916,2163
670,2334
417,2806
1422,2414
1564,1465
1313,2111
950,2445
1718,1922
1735,730
1695,2138
773,561
384,2162
865,818
1911,378
1851,2416
226,434
1920,2901
1478,913
1589,1466
981,2703
1210,1236
1929,1579
1932,634
1490,1875
1623,253
1000,2190
265,2002
406,2864
1547,2681
1644,1275
1791,754
1002,3000
1865,1175
1784,745
1772,1797
413,2986
1187,1015
1862,2373
328,624
1076,1892
1503,2788
727,2359
239,1819
246,1153
546,2332
1692,2676
1343,2817
1975,429
1081,2811
1271,276
1110,2435
1530,2627
655,497
997,1348
252,1691
1708,2537
1110,1857
540,1513
1766,1193
1293,2633
1746,2719
796,697
1542,2114
1289,1363
1988,2044
1865,1437
510,228
706,2568
992,2198
113,1271
1365,1293
418,1958
1929,484
109,1310
1427,2072
121,2382
1610,1304
419,2282
339,2600
1735,2046
1363,660
1236,2865
1031,423
1631,941
580,2426
656,1999
1686,1262
1272,2554
699,2832
1960,1586
1096,1944
1893,2119
467,2257
1769,2419
1265,1679
1426,2443
1688,1274
1933,1291
426,2302
104,1528
1634,2338
1798,1259
1959,765
128,215
1130,1294
1920,1717
1451,1775
1161,478
419,1769
1640,1175
308,351
1248,422
1502,2282
1439,2788
1049,1429
1818,760
1386,2256
1029,1297
503,2877
1053,2309
670,2668
1125,2320
282,1364
499,679
161,1340
572,2324
399,1309
1147,1873
862,2559
1038,2925
1676,577
1761,1068
1805,1457
1626,1262
887,902
623,561
1406,2582
1015,2758
1140,2065
1918,2005
724,208
163,888
1465,1098
1677,1696
371,2160
246,1654
648,1261
1308,1817
843,2858
1414,724
1014,1262
1389,1348
353,1020
1797,2021
1128,2435
1484,2586
1461,1476
1673,2337
1065,413
1845,1909
644,2509
1442,2918
1354,265
541,2855
1086,1457
189,1890
1745,1317
1907,2604
1644,1426
965,2545
1011,1852
908,2996
1826,2754
1316,2339
369,752
795,2001
472,569
860,2771
1951,446
491,1650
1390,2036
983,449
557,1662
1517,1275
577,1620
1771,2136
1918,1320
376,2257
1687,2002
834,2620
1882,2295
992,2462
1233,1279
1409,1728
724,1268
1951,468
963,2820
707,1018
846,3000
801,1201
645,1005
1983,2273
1513,2825
1069,1462
806,2783
1439,2092
1958,2082
628,934
336,1275
365,1080
890,1018
1257,2169
1170,308
1645,915
912,1203
1943,1633
260,947
1191,573
628,1985
1712,2789
1013,2937
364,2992
1436,2850
1570,1714
563,903
393,455
262,309
1173,1569
1794,2230
1450,372
857,506
1461,2139
1000,1102
1294,1756
1371,1565
235,1875
1720,768
964,2624
1772,491
1113,2180
1274,1755
648,2520
1985,2194
629,1534
1759,869
245,1553
365,509
1907,2786
642,2801
680,1307
1594,367
314,1576
331,2933
1617,851
183,1430
1849,353
423,1287
1599,2384
118,468
650,771
508,2587
1151,1583
1315,1332
1896,2941
1714,2278
303,2450
576,808
835,810
1024,2883
1851,1908
1387,2707
992,1154
1466,2976
397,1621
1676,550
1893,1065
389,2808
1874,1307
149,2194
1781,1140
1658,834
775,1671
1782,273
1168,2930
188,2522
758,968
1450,1627
1801,1721
1334,1367
1040,257
1766,753
1717,280
798,2102
479,1856
1544,260
1342,1784
277,836
217,1160
990,2508
982,1378
633,1966
387,1925
1299,1950
1981,1053
555,2990
363,662
820,1043
1028,1577
1928,1813
1268,245
960,2120
204,1490
1461,2429
931,2695
1402,1758
1682,2891
520,847
1207,1044
1624,2080
1844,380
569,1655
1436,1357
561,1699
531,1770
1552,201
718,908
1597,1488
1680,2253
670,1419
1483,2106
467,1927
333,991
706,2737
1067,2094
264,1258
1048,2003
1681,2019
1525,2725
1595,1527
683,1059
276,2576
179,1519
349,1458
1114,1182
780,1408
184,1043
777,303
1733,2436
1448,1820
844,2616
1351,2337
1026,1021
246,2250
713,743
707,2098
1608,2081
996,300
703,343
392,792
293,1635
1210,471
1839,2294
423,1910
1637,2449
1129,1337
492,840
667,1147
1683,2804
491,950
535,315
1163,355
290,1621
205,2442
852,1465
233,2228
1419,2369
370,2536
1075,1967
1422,2439
1316,2721
625,1873
1446,2215
367,1944
1635,1100
178,1693
758,1924
1995,2951
323,1667
1647,1056
807,1670
864,2920
1609,1055
1235,2838
1820,2923
163,2479
210,2680
1747,2701
1533,2761
798,997
1132,1567
362,2439
155,2845
618,2202
102,700
187,1935
1594,916
1163,1983
670,2367
1050,338
491,2845
323,2358
192,2999
767,901
1006,882
1541,291
1968,343
1467,2875
1121,1568
409,2537
862,2957
538,685
1363,2476
407,2821
415,270
911,1699
1987,2993
1725,1663
1574,904
1269,2687
1695,534
1235,2312
677,1167
1202,2268
368,2893
385,1539
576,327
1023,2103
1093,311
199,609
1313,1907
1626,2374
580,2019
1313,1785
1279,1245
1873,1414
1907,2909
1530,2186
1377,448
453,358
278,2958
665,1463
666,2196
1228,2759
634,856
1417,2675
1461,2418
1684,1343
292,1054
1481,1232
432,961
277,1369
1254,274
985,2493
1096,2639
498,2798
137,1352
1344,1879
820,2077
673,1225
1339,1861
1755,1036
1472,1234
133,947
1169,555
1992,945
1950,765
127,578
1418,1522
1729,445
139,2885
1807,2847
169,893
697,519
1535,2568
521,1104
285,988
242,2787
421,2433
1732,2758
763,1045
1097,1111
857,2017
377,1797
256,294
1808,2398
189,219
1631,2253
866,2200
316,2063
1032,1356
1362,2547
546,402
1255,751
1488,2501
1927,1997
1710,661
1312,1440
1299,2093
1269,290
1373,2182
1830,2428
944,609
1925,2434
1723,2433
538,2934
828,2570
1614,2596
505,2606
1034,1551
1490,2712
900,394
840,1509
1877,1839
1225,1953
1991,660
1698,688
1872,476
324,583
479,2748
855,1411
475,982
1814,1838
336,1014
1744,2510
489,1368
899,804
1720,1316
1768,1086
1642,2684
636,2301
1086,1261
1427,481
1128,2871
284,2740
557,2791
591,1055
1921,421
458,2831
1151,1651
862,1680
354,2120
1190,2410
139,768
1270,2167
1428,1663
616,498
1539,695
304,2855
1197,1845
1574,771
428,2058
820,1375
1400,1861
1402,550
797,724
858,2351
883,1720
1760,2224
961,2851
775,2778
1525,2756
176,1585
1922,1989
1629,737
390,1578
340,476
1261,588
468,284
365,2751
892,2522
1733,1290
1124,1512
648,2646
300,1622
124,884
1163,2378
1106,2610
316,950
1784,301
1326,1397
318,2515
839,1015
1964,298
590,2659
1902,2213
1394,2688
1970,1928
1167,1776
1485,2274
1531,2541
1964,1234
1210,1780
1139,2066
493,1864
924,502
697,257
1421,1509
1790,451
1466,2132
828,2893
593,732
120,2633
1465,1532
110,694
1591,2828
1333,1853
1943,1203
1624,2461
1222,2955
1598,1061
1154,2723
1243,2064
1699,268
556,1808
890,1050
546,554
799,208
1655,2577
883,777
696,1286
930,497
1260,1134
636,2099
1670,301
841,1582
622,1783
1536,1100
1963,1053
1835,335
149,2667
914,1591
447,1323
1197,2702
299,2965
1773,731
1811,2476
1918,1006
771,1509
1745,205
184,2363
1142,856
1223,2137
1805,729
1470,1223
1702,2011
1384,402
1592,1631
501,2620
546,1198
521,1783
1306,2393
1066,275
932,2950
1989,2489
310,982
1262,358
1298,782
489,2445
222,2313
1900,1870
1178,651
1413,2463
318,1555
1781,2363
1743,3000
548,1227
1997,2607
1640,924
1198,1649
1880,2599
1931,812
319,1053
736,475
1907,1301
1166,2981
1721,2929
467,2843
802,420
1037,384
696,1577
1761,1524
1330,990
387,811
1853,2304
1552,2005
584,1546
1636,899
819,1039
1986,2358
1789,2981
574,1176
175,432
1271,2003
1852,2822
568,2932
525,2021
249,2694
993,285
233,2742
1831,2049
1429,2036
336,924
309,998
1679,1433
1566,470
893,1328
1889,1520
119,2253
1439,1610
1509,728
584,1668
1981,1591
100,1287
977,2682
1639,1476
509,1873
1837,1044
1778,2189
805,756
145,728
1496,2400
1114,2843
750,999
1088,1303
1844,1944
1608,1805
172,2243
306,1482
965,1869
852,2250
1933,2218
1057,2588
616,2866
822,2754
1702,2376
831,2977
310,2636
1526,1245
1943,1115
1774,1155
961,1700
416,321
1785,1019
1025,2119
1814,2235
497,887
1221,472
1004,2887
1795,1985
558,2105
1725,449
490,1273
1667,1560
324,1082
1319,853
529,1177
1887,2130
381,2039
1485,1672
539,768
898,864
1617,863
824,838
1952,1871
1283,974
897,2483
1675,862
1636,767
881,2841
856,2039
1771,1276
1710,2207
1630,2803
1803,413
1895,1335
776,1061
365,1840
1023,517
471,2046
1323,718
1583,2055
1847,2431
1471,1575
943,2385
898,1900
449,733
1815,2988
794,2940
451,944
1764,2108
315,1963
839,1921
1470,815
1102,1999
1142,649
848,376
795,2105
671,1234
1901,207
777,2353
1123,620
289,1391
888,2673
407,1669
1769,838
1743,517
227,2108
260,1265
1279,2269
1449,1470
1357,2896
1873,1812
847,711
1910,1695
1788,2894
1745,2829
1311,1948
1160,2958
1748,2569
1146,1480
610,1328
1402,1536
199,2785
594,2629
434,2474
136,796
1998,1372
1605,1293
1601,2705
1188,2776
816,1891
1860,1215
901,1645
1527,1544
1308,619
849,304
1743,2011
1333,2440
546,1938
1522,888
729,740
1299,349
1230,275
1464,1147
509,2364
719,1132
1858,2337
1156,1258
145,1174
606,2088
815,1845
1342,2889
560,1267
114,308
253,433
846,220
866,2142
213,2680
700,429
645,452
245,511
1833,1041
541,339
246,612
263,1042
1528,1101
1066,2293
142,871
515,2223
656,2218
730,2254
1183,1537
359,2113
1214,2868
256,868
1782,1274
1269,1224
752,487
797,731
764,1714
983,2298
1353,2326
526,889
436,1780
302,437
853,2070
161,1987
1591,1788
622,1475
1272,1304
149,544
1461,1119
1283,2427
1170,933
1670,1168
234,1224
1328,419
1957,1584
1215,777
1390,2190
1068,2278
1809,1749
976,2124
221,541
147,1303
1893,1953
1488,2501
1622,436
835,1508
1444,2416
1215,2528
498,1620
459,931
1345,2681
1491,1257
171,883
1968,2739
1819,2590
481,1744
1050,370
1544,2892
1207,2855
783,1311
1732,2495
896,1704
928,886
1373,474
622,262
295,1625
1685,700
1979,1523
576,2379
1971,1003
1745,2739
1584,2218
1485,1917
1030,1597
1207,2300
479,2610
1010,2840
404,2658
976,1009
803,2442
503,540
1114,2057
863,2824
339,775
1976,814
1943,1703
620,2429
1597,559
1317,2647
718,2659
522,708
1552,2030
1659,973
830,2986
712,1209
875,2694
985,1261
634,2329
1631,2542
1647,735
1962,2275
467,1557
178,2487
1910,2305
1672,1713
844,2326
572,1749
514,1972
1689,2777
692,427
1186,2995
1592,1928
1414,1831
1231,1983
1193,857
1886,1942
549,1064
352,2566
167,1638
1987,1074
193,2826
354,2571
299,2135
1872,379
1538,1001
1144,597
1043,2236
1600,2574
546,1640
1710,330
561,2737
1646,2675
1239,872
247,1379
1846,1762
1061,781
448,677
1661,326
1340,1808
1061,563
1665,1480
769,224
1032,2410
1403,1091
463,2840
1261,1943
1354,2872
688,1492
1315,1652
1879,452
1531,2829
398,2219
1493,2263
452,2836
409,2522
1773,2737
1806,743
671,1063
541,1240
392,1939
1273,771
382,1308
1405,1295
1121,2347
379,1122
424,536
1420,431
1318,1406
1349,620
1635,1513
1080,1510
1203,2144
244,314
248,891
1247,2090
1206,1328
671,2511
1561,1244
1725,314
1043,2084
1145,2973
1676,871
1935,1524
1981,557
1114,533
1378,2753
1855,2336
1311,2846
942,2042
859,2020
905,1106
897,1831
993,2786
252,2049
348,575
1097,2437
570,2213
135,1972
1929,2457
365,1394
473,682
948,536
1228,312
455,1472
1805,1550
982,1262
1370,326
310,1229
1185,1436
1941,1923
971,2003
1869,2575
706,1711
1264,2714
1151,249
261,1819
1828,1456
723,1902
1276,2785
762,1894
1380,2014
1789,333
1395,2000
243,697
282,614
690,1186
1712,2012
1113,2765
1166,2642
927,407
720,1710
1331,1729
651,695
1210,270
1539,1767
669,843
955,1987
842,1292
182,757
310,1600
282,509
1293,299
806,1345
1172,1035
874,2585
718,2740
1955,524
1786,1240
1628,2310
858,1320
1651,2151
1778,1180
1995,1325
525,1479
190,1297
875,2385
263,2343
1924,508
274,1184
1337,309
1541,2793
692,2853
1794,2289
976,1242
467,2259
166,2067
492,1433
1171,1094
596,1827
595,1971
1220,1501
1313,211
579,870
978,768
1304,216
393,309
1162,1578
1169,1046
628,435
1054,1825
1839,985
403,2250
1740,2762
1653,2473
450,1051
1242,625
1122,534
1307,2922
573,1072
1609,614
1870,1059
1519,2616
1318,370
839,1005
949,1168
882,1055
1987,2310
1622,2517
1795,2072
882,1929
571,1990
139,1762
1591,2454
1089,1539
333,1066
322,1588
1390,483
778,2310
474,1482
1025,243
971,2557
1654,2264
1596,692
109,745
1498,2665
314,2251
1068,1009
1464,2159
1532,207
1191,1744
1191,2279
1356,614
515,2809
468,1583
1646,1711
1108,1634
1361,2253
1460,2398
1584,961
504,1817
1027,1082
1248,500
863,1322
346,918
1215,1937
741,2868
343,646
605,2345
1377,1759
971,2117
487,2302
1317,2287
1163,2078
867,248
1940,1207
1787,438
1721,2011
971,1179
648,2607
729,2057
676,1834
541,1491
1770,2652
623,2612
851,2039
1815,2813
1942,956
952,1535
1977,2507
1577,1504
1852,1363
1786,2736
1750,2632
708,2619
761,2257
1509,342
1713,2959
1193,589
511,2851
657,1207
1287,1176
1247,2469
1664,1326
1705,2338
974,1242
1099,2990
1973,1801
1018,2258
988,1105
1140,2735
1254,943
1793,2667
250,1331
907,1173
397,310
988,828
153,366
1284,1388
1121,2773
1390,2199
574,1158
364,1924
588,2981
1453,1836
755,2577
555,2193
338,2755
293,1783
558,1024
260,1978
1477,2745
140,2627
580,1292
159,2750
336,2419
1299,1367
1913,2728
1536,1205
1882,2124
893,1064
1755,1426
277,1802
544,1600
895,2207
1801,2062
379,2138
472,2984
264,215
233,1365
768,761
1585,319
1248,1112
1554,1809
1141,1532
359,2209
1063,1831
1348,2156
1814,1703
1802,1907
697,1003
686,2376
875,1315
617,2664
713,1270
777,1330
842,663
1843,2564
1641,714
1794,2498
198,1816
410,1802
484,1785
960,854
407,1448
716,1685
1420,1348
506,2299
224,858
750,2910
425,1906
1025,1208
1555,2937
926,1723
1448,2438
879,2198
1168,1763
1901,1560
1824,1238
725,1024
198,2159
1109,564
767,514
1009,1063
1624,2722
483,905
1631,2771
1704,1117
1853,501
660,1467
1785,497
1622,774
393,304
1476,549
252,658
569,1146
1747,2580
1725,388
1936,855
858,2227
757,2384
1144,1787
1676,499
1348,1095
1764,2103
471,294
1018,2890
1240,318
1980,1178
1789,2188
1887,772
1918,539
628,2811
869,2652
961,1204
155,2299
1657,1333
984,2308
645,907
782,2347
1115,2268
1359,293
1221,1522
641,2702
731,2610
1297,1393
474,1816
828,1356
180,1602
508,973
107,2985
1931,773
1217,325
471,2970
1439,2459
843,1382
1433,655
1183,1671
1758,2367
1493,861
157,874
1577,1090
183,2375
189,576
1366,937
1926,704
1575,254
1644,1887
446,2177
1132,1135
797,2253
201,1310
711,2617
1536,337
1458,1438
1398,1125
1372,2895
545,2473
1331,783
656,1023
1081,1039
158,2895
657,2669
502,2429
1339,1372
351,2226
1849,1413
1543,942
168,368
228,2631
1354,265
1083,1752
1696,2513
1314,383
1794,416
1142,2736
152,2221
1408,2567
1582,1416
1221,685
1123,1838
354,971
793,2082
1189,757
1149,2081
519,2029
560,1006
1577,623
263,815
197,236
174,1284
1610,474
1574,2783
1654,1386
902,2987
355,868
1283,1588
244,2747
1260,1321
180,679
265,2915
1016,1473
702,2184
840,1639
1188,1350
1202,1902
220,761
624,2586
944,2441
831,891
1016,387
1078,1226
1455,1825
319,571
1664,1249
257,625
1013,2718
725,2728
1639,1638
894,201
1255,2450
1468,236
1235,1840
380,1914
1824,2812
260,739
130,2216
1981,1369
814,1557
1475,1522
168,597
1700,770
287,1827
1743,1219
640,812
1165,493
1599,457
838,1116
366,312
1617,1886
175,2158
1772,680
892,1134
148,493
1919,260
1135,888
205,939
1666,820
1504,899
1601,2097
610,1012
940,746
1805,464
127,2810
407,715
1653,2318
359,2575
1835,260
1070,2940
259,584
1142,2378
454,1878
433,903
1098,830
1726,1566
337,529
1670,962
474,2510
1931,571
1434,589
1258,452
1488,950
150,1709
211,371
1434,2410
1683,1286
1709,1603
1839,2631
200,236
1431,1835
1709,1557
1113,581
931,2948
1931,1773
442,2791
853,1886
770,2605
1754,1136
218,2152
424,359
1491,387
880,997
1498,1197
904,285
1125,429
494,1239
324,2449
340,2762
648,994
177,1544
1061,1530
1465,1934
355,1882
1364,1680
1334,1257
640,440
1164,1186
1408,2632
283,2325
111,1460
928,2551
1236,2099
573,1788
950,549
748,302
751,1392
657,1431
520,1695
1331,1156
419,2248
969,1402
1766,267
319,771
220,2413
1970,2165
759,256
987,1880
231,1925
755,657
1778,2826
594,2975
657,1004
497,1749
1327,2751
1305,2113
834,524
1709,2539
1438,722
361,2897
1935,1537
720,1122
1934,633
1598,1117
359,2697
1816,1885
1210,2282
345,1023
732,1133
748,840
346,2999
1867,2283
1095,1748
456,876
1503,213
1044,2110
1091,1241
1540,2808
842,2219
630,402
837,2686
1495,1830
1894,2868
599,1908
1963,434
1372,1210
1084,2256
1206,1223
733,1105
1225,1834
284,2680
851,1296
978,530
1423,1733
1364,231
1250,2283
1939,1466
1612,330
442,2835
1401,400
1713,895
295,2348
1430,375
843,1315
200,253
1500,2942
1053,2874
1811,458
655,2119
1556,569
1280,443
443,1541
349,445
1798,558
128,1268
869,2672
1278,659
1645,1144
434,2055
1504,1542
1550,692
1148,1158
1979,2334
637,1820
745,1316
1736,1994
1760,214
423,2764
264,2655
1147,2199
1389,1824
1054,1437
176,1564
410,1301
1046,1912
676,2476
1403,875
590,872
886,583
574,526
1154,573
788,2263
1306,2449
980,2270
589,501
1149,2679
371,1788
1560,1046
827,1799
1349,766
909,2627
1464,2413
1919,2226
1840,1772
1577,1775
1513,828
1155,537
1184,2210
1943,2129
1862,2676
676,2412
379,498
272,2817
302,2936
1210,715
1696,896
508,1561
1591,1979
943,2029
1892,337
776,2939
1586,581
1089,2822
831,281
398,1432
858,2301
920,1640
1033,2117
746,1208
1947,411
784,780
1837,1499
1092,1393
561,436
1976,2124
1174,1707
552,1375
243,2152
1255,2502
680,734
1718,588
1995,1094
1869,861
1919,2432
1055,1896
971,2074
1286,454
950,2491
1159,2263
253,2045
587,1280
1228,2236
1637,2069
1399,1983
189,807
1670,2723
772,1852
854,811
1296,1184
1306,1383
793,2018
1959,2181
1564,389
1888,1390
1121,2183
1661,2438
882,2410
1621,2391
1630,1697
1367,791
487,2256
1857,1762
781,2498
1682,2242
769,1096
1466,1187
526,1473
1995,1641
180,2522
1867,2200
936,2882
1342,217
399,1448
737,673
1275,679
524,1709
323,1352
1305,2498
1141,2927
1469,1275
922,1997
428,1019
1761,2920
971,365
399,1927
1021,290
1695,1802
975,2428
710,2390
1606,653
1696,2228
1692,1185
1380,1807
1430,1020
858,664
549,2156
169,735
546,580
273,672
1744,1143
1116,1865
1097,482
1264,1337
1015,1222
543,1767
652,657
1779,918
430,281
539,1111
318,1845
1748,428
1987,2774
1330,2999
1760,2412
1509,1906
905,2649
1317,2992
1228,1156
1574,2235
1253,1832
1180,879
332,207
517,2279
410,903
325,2246
359,2704
1735,2845
387,1656
1502,957
1968,1757
163,353
536,2790
651,1038
480,2374
1504,2732
629,1047
396,978
816,1788
805,2072
1267,1585
1966,1429
1791,2489
1603,2958
716,3000
161,1964
1552,1810
555,1231
915,2698
127,500
1750,2080
1742,2703
1876,1062
911,415
1143,1161
510,1616
1986,2168
615,1658
1887,1485
1094,526
968,1426
1748,1729
833,547
1721,2689
1211,844
1290,2607
725,1039
370,1474
669,1644
102,1311
1877,1347
1436,1075
1216,368
1379,2701
1500,356
1114,661
873,953
1810,527
1613,515
1913,1971
1964,340
1412,1192
799,1628
200,2702
1623,1924
445,1522
766,2809
110,1350
816,559
1620,1310
1212,2506
462,579
451,1592
487,2020
1054,286
1251,2466
316,2630
1110,2529
246,2681
1596,1124
202,2798
1560,1888
1652,1528
1250,2986
1672,2613
322,2525
473,1292
543,1644
806,1652
1405,1708
1950,724
1516,549
379,2569
847,1259
350,1825
590,774
283,2245
500,290
500,2099
874,1046
647,1500
620,931
1550,1687
1390,695
259,2192
488,1826
1162,1209
485,855
1205,2425
1975,1965
1424,1180
1558,916
1370,817
420,1459
345,1415
1639,1399
198,913
1246,1162
1528,2974
970,1185
1373,1494
903,732
1073,2715
1511,1040
1266,345
1529,1961
404,524
299,2422
313,2727
629,2929
867,2896
993,243
320,2453
948,2672
1547,2926
1875,2295
873,324
932,1866
218,2028
553,1637
557,715
1312,520
1997,395
271,1150
231,210
450,509
938,995
1540,362
1106,1368
947,603
1671,468
1347,414
974,1929
486,1878
1344,1560
937,2292
1920,875
367,2238
111,1417
528,2694
619,919
1392,2968
1058,2418
1239,1388
825,1294
1912,1592
1829,2423
358,1008
1473,2642
1825,2470
586,1651
1244,1211
394,1136
722,887
322,265
1761,2431
905,1239
1898,378
192,1355
552,863
1656,1084
291,938
1371,1022
407,503
1974,1045
189,2178
405,412
348,2102
1383,1230
762,2493
291,1199
1042,1248
246,1496
860,2189
1283,2915
967,1054
813,2965
1345,2046
775,2929
529,333
145,2155
987,1465
768,1512
1479,2749
1422,662
1448,1978
1826,957
403,334
712,2873
1856,1864
